slug,recall_number,report_date,classification,status,recalling_firm,distribution_states,product
cucumber,F-0315-2025,2025-01-01,Class I,Terminated,E-Z SPUDS INC,IL,"Cucumber Diced Greek Cut (1/8""x1/8""x1""), 360# Drum with poly liner item C0376, 30# Box with poly liner item C0369. Cucumber Diced Regular Cut (1/8""x1/8""x1/4""), 300# Drum with poly…"
cucumber,F-0313-2025,2025-01-01,Class I,Terminated,"SunFed Produce, Inc.",National and Foreign distribution,"Raw cucumbers packaged in cardboard boxes or plastic boxes (RPC) with ""SunFed"", ""Vegetables"", or ""Agrotato"" labeling. 1 1/9 BU CAS Super Slicer Cucumber/10814780010749 1 1/9 BU CA…"
cucumber,F-0374-2025,2024-12-25,Class I,Terminated,"Indianapolis Fruit Company, Inc.","IN, KY, OH, PA","Cucumbers Slices 1/2 Cup, 100 cups per case, Product Code CUCS100, Item Number - 14705 Cucumbers Diced 1"" Peeled 5 lb. tray, 2 trays per case, Product Code CUDN45L, Item Number - …"
cucumber,F-0303-2025,2024-12-25,Class I,Terminated,"Field Fresh Foods, Inc.",CA,"Fresh Creative Foods, raw cucumber diced (1/4 cubes.) with skin, Net Wt. 20lbs. (4x5lbs.)"
cucumber,F-0268-2025,2024-12-18,Class I,Terminated,Sysco Corporation,"IA, MN, SD, ND, WI. Outside the US to Canada","Whole and Cut Cucumbers packaged in the following sizes: 1. Select 40-45 lb. boxes Item 05000. 2. Bix 1/5 lb. Item 05023. 3. Bix Cucumber Dice 1/34"" Skin-On 1/5 lb. Item 11861. 4.…"
cucumber,F-1676-2024,2024-08-14,Class I,Terminated,Wiers Farm Inc,"CT, DE, IL, IN, KY, ME, MD, MI, MO, NJ, NY, NC, OH, PA, RI, TN, VA, WV","Wiers Farm - Whole Cucumbers bulk, 62 per carton"
cucumber,F-1682-2024,2024-08-14,Class I,Terminated,Wiers Farm Inc,"CT, DE, IL, IN, KY, ME, MD, MI, MO, NJ, NY, NC, OH, PA, RI, TN, VA, WV",Wiers Farm - Organic Cucumber packaged into 2 count trays - cases dependent on customer
cucumber,F-1371-2024,2024-06-26,Class I,Terminated,"Fresh Start Produce Sales, Inc.","The product has been distributed in the following States: FL, NJ, PA, and NC","Whole Cucumber, bulk cardboard boxes, 1 1/9 Bu, 60-72 ct cucumbers per box, 24ct box, Carton 36 ct box. Packaged in cardboard container box, color brown with Green and Red inked A…"
cucumber,F-0870-2024,2024-02-21,Class II,Terminated,Lydia Pack 3 Inc,Distributed in OR and WA.,"Al Amir Fresh Foods Tzatziki Cucumber Yogurt, packaged in round plastic clear container, net wt. 8oz. There are 12 containers per case. UPC on 8oz container: 8 55134 12351 3. The …"
dates,H-0681-2026,2026-04-22,Class II,Terminated,PURE PALM C/O DVD,Product was distributed to a single Direct Account with multiple locations across several East Coast states including (…,Label is predominantly green with white lettering in a clear plastic clamshell container. Pure Palm dates- Medjool Dates Net Wt. 16OZ UPC: 852160007005
dates,H-0611-2025,2025-09-24,Class II,Terminated,Wang Globalnet,"12 retail locations for lot# 250114 (Northeast states such as NJ, MA, NY) 15 retail locations for lot# 250103 (Southwes…","(Bulk) Oyster, Frozen, Raw Half Shell, 15lb(6.8kg) UPC: 10087703078342 Harvest Dates: Jan 03,2025, Jan 14,2025"
dates,F-0069-2025,2024-10-30,Class II,Terminated,BlueStar Direct LLC,"The recall product was distributed to one Consignee, Chetak Chicago LLC 1111 Lake St, Streamwood, IL 60107 .","Dry Dates, 50 lb. bag"
dates,F-1277-2024,2024-06-05,Class II,Terminated,Texas Pecan Co,"Product is sold online, in the firm's store and through a wholesaler in Texas.","1lb and 8oz bags include Apricots, Whole Dates, golden Raisins, Mangos, Currants, Blueberries, Cranberries, Prunes, Raw Sunflower Seeds, Raw Pumpkin Seeds, Pecan Medium Pieces, Bl…"
dates,F-1278-2024,2024-06-05,Class II,Terminated,Texas Pecan Co,"Product is sold online, in the firm's store and through a wholesaler in Texas.","1lb and 8oz bags include Apricots, Whole Dates, golden Raisins, Mangos, Currants, Blueberries, Cranberries, Prunes, Raw Sunflower Seeds, Raw Pumpkin Seeds, Pecan Medium Pieces, Bl…"
dill,H-0328-2025,2025-07-30,Class II,Terminated,"Gedney Foods Product, LLC",MN,"Dill Pickles packaged under the following label: 1. Gedney Whole Pickles, item 15100, Net 32 fl oz. (1Qt)946mL. UPC 0 41660-00151 8. 2. Gedney Mini Munchers Kosher Dill, item 1710…"
dill,H-0238-2025,2025-07-16,Class II,Terminated,UNFI General Corporate,"NJ, NY, MD, DC, PA",1. OG2 BUNCH DILL
dill,F-1585-2022,2022-09-07,Class I,Terminated,Supherb Farms,Nationwide and Canada,"IQF Fresh Frozen Dill shipped in 35 lb. cases in bulk. Supherb Farms Turlock, CA Perishable, Keep Frozen"
dill,F-1583-2022,2022-09-07,Class I,Terminated,Raw Seafoods Inc.,"OH, MA",Lemon Dill Butter Pucks
dill,F-0714-2021,2021-06-30,Class I,Terminated,Banner Smoked Fish Inc.,"NY, NJ, IL, PA, CA, FL, NE, AZ, MA, MD, VA, NV, OR, WI, NC, SC, and GA area.","Banner Smoked Fish Inc. brand Sliced Gravlax (Salmon (fish), Salt, Sugar, Dill, Pepper, Sodium Nitrite)"
dill,F-0713-2021,2021-06-30,Class I,Terminated,Banner Smoked Fish Inc.,"NY, NJ, IL, PA, CA, FL, NE, AZ, MA, MD, VA, NV, OR, WI, NC, SC, and GA area.","Banner Smoked Fish Inc. brand Sliced Gravad Lox (Salmon, Salt, Dill weed, Pepper, Natural Hardwood Smoke, Sodium Nitrite)"
eggplant,F-0869-2024,2024-02-21,Class I,Terminated,Lydia Pack 3 Inc,Distributed in OR and WA.,"Al Amir Fresh Foods Baba Ghannooj Grilled Eggplant, packaged in round plastic clear container, net wt. 8oz. There are 12 containers per case. UPC on 8oz container: 7 55134 12342 1…"
eggs,H-0168-2026,2025-11-05,Class I,Terminated,"Echo Lake Foods, Inc.",CA,"EchoLakeFoods MF 3067 CNFREE Cage Free Precooked IAF Scrambled Eggs Net Wt. 28 lbs. Bulk. Keep Frozen. Manufactured by: Echo Lake Foods, Inc., 2319 Raymond Ave. Franksville, WI 53…"
eggs,H-0210-2025,2025-07-09,Class I,Ongoing,August Egg Company,"AZ, CA, IL, IN, NE, NM, NV, WA, WY","--- Shell Eggs; Brown; Various sizes - medium, large, and jumbo; Various pack sizes - 5, 12, 18, and Loose ---- Clover Organic Large Brown 12 eggs --- First Street Cage Free Large…"
eggs,F-0314-2025,2025-01-01,Class I,Terminated,"Handsome Brook Farms, LLC","AL, GA, NC, SC, TN","Kirkland Signature ORGANIC EGGS PASTURE-RAISED 24 EGGS, GRADE A LARGE, NET WEIGHT 48OZ (3 LB) 1.36 kg, UPC 0 96619 10680 6, DISTRIBUTED BY: COSTCO WHOLESALE CORPORATION 730 LAKE D…"
eggs,F-1837-2024,2024-10-09,Class I,Terminated,"Milo's Poultry Farms, LLC","WI Expanded: IL, MI, WI","Grade A Brown Chicken Eggs, in shell, Bulk 15 dozen. For Foodservice. Keep Refrigerated. Sold with the following brands: 1. Milo's Poultry Farms, N 3873 Valley Road, Bonduel, WI 5…"
eggs,F-1388-2024,2024-06-26,Class I,Terminated,New Seasons Market LLC,Distributed in Oregon and Washington.,"New Seasons Market Strawberry Rhubarb Bakewell Tart, packaged in a plastic clamshell with scale label. Contains Milk, Wheat, Eggs."
eggs,F-1520-2022,2022-08-10,Class II,Terminated,"United Natural Foods, Inc.","AL, MS",1. PETE&GRRY ORGANIC CAGEFREE LARGE EGGS 12CT UPC 81565200214 12CT PETE AND GERRYS ORGA 2. FRESH MARKET BRN LG CF A 30 DAY EGGS UPC 73709400352 12CT HILLANDALE FARMS EAS 3. FRESH …
eggs,F-0608-2020,2020-02-12,Class I,Terminated,"Almark Foods, LLC","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI…","Cage Free Hard-Cooked Eggs sold under the following brand names: Almark, Fresh Thyme, Giant Eagle, Kroger, Lucerne, Members Mark, Naturally Better, Rembrandt Foods & Shop Rite."
eggs,F-0603-2020,2020-02-12,Class I,Terminated,"Almark Foods, LLC","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI…","Bulk Pail Product - Almark Foods HARD COOKED EGGS Peeled Eggs INGREDIENTS: EGGS, WATER, CITRIC ACID sold under the following brand names: ALMARK EGGS 20 LB pail, Manufactured By: …"
eggs,F-0616-2020,2020-02-12,Class I,Terminated,"Almark Foods, LLC","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI…","Organic Hard Cooked Eggs sold under the brand names of Almark Foods, Inspired Organics, Kirkland Signature, O Organics, Pete & Gerry's Simple Truth Organics & Wild Harvest"
eggs,F-0630-2020,2020-02-12,Class I,Terminated,"Almark Foods, LLC","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI…","White Medium Hard Cooked Eggs sold under the brand names of: Almark Foods, Best Choice, CMI, Dairy Fresh, Deb-El, Everyday Essentials, Food Club, Great Day, Great Value, LIDL, Rai…"
eggs,F-0613-2020,2020-02-12,Class I,Terminated,"Almark Foods, LLC","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI…",Eggland's Best ORGANIC Hard-Cooked Eggs
eggs,F-0604-2020,2020-02-12,Class I,Terminated,"Almark Foods, LLC","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI…","RAINBOW FARMS 23 LB Hard-Cooked, Peeled Eggs INGREDIENTS: EGGS, WATER, CITRIC ACID, VINEGAR Manufactured By: Almark Foods Gainesville, GA 30504 UPC 0 44984 60023 8"
eggs,F-0615-2020,2020-02-12,Class I,Terminated,"Almark Foods, LLC","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI…","Frozen Diced Eggs sold under the brand names of Almark Foods, Crystal Lake, Rainbow Farms & Rembrandt Foods"
garlic,H-0687-2026,2026-05-13,Class III,Terminated,Tops Markets LLC,"NY, VT, PA",Garland Fresh Peeled Garlic 6 oz. bag
garlic,H-0688-2026,2026-05-13,Class III,Terminated,Tops Markets LLC,"NY, VT, PA",Christopher Ranch Peeled Garlic 6 oz.
garlic,H-0558-2026,2026-03-18,Class I,Ongoing,Made Fresh Salads Inc,New York,Made Fresh Salads brand Garlic & Herb Cream Cheese; 5 lb white plastic tub
garlic,H-0463-2026,2026-02-11,Class II,Ongoing,"Organic Spices, Inc","U.S. Distribution: CA, CO, IL, IN, MI, NC, NY, OH, OR, PA, TX, UT, WA",spicely ORGANIC garlic salt NO ARTIFICIAL COLORING NO GLUTEN - NO MSG - NO SOY NO PRESERVATIVES - NO WHEAT NO SUGAR - NO SALT - NO IRRADIATION Net wt: 3.4oz (96g) Ingredients: Sal…
garlic,H-0428-2026,2026-02-04,Class II,Terminated,"Prima Vera Nueva, Inc.","U.S. Distribution: CA, NV","Black Bean Bonanza Tamales with Black Beans NO DAIRY Ingredients: Organic Corn Flour Masa, Black Beans, Salsa (Tomatoes, Onions, Chiles, Garlic & Cilantro), Non-GMO Corn, Non-hydr…"
garlic,H-0084-2025,2025-07-02,Class II,Terminated,NatureMills US Incorporated,Product is distributed throughout the USA via the firm's website.,"Nature Mills Garlic Vadam, 100g"
garlic,F-0925-2025,2025-06-11,Class I,Terminated,Fresh & Ready Foods LLC,"Product was distributed across the Southwest (CA, NV, AZ and WA) See attached ""All Consignees"" labeled file. Product wa…",Fresh & Ready Foods Garlic Pesto Pasta; 9.5oz PLASTIC CONTAINER; Best by: 05/12/2025 -05/12/2025 UPC# 6 82906 89066 6
garlic,F-0911-2025,2025-06-11,Class I,Terminated,Fresh & Ready Foods LLC,"Product was distributed across the Southwest (CA, NV, AZ and WA) See attached ""All Consignees"" labeled file. Product wa…",Fresh Take Crave Away Garlic Pesto Pasta; 9.5oz PLASTIC CONTAINER; Best By: 05/09/2025 - 05/19/2025 UPC# 8 06795 58561 2
garlic,F-0867-2025,2025-06-11,Class I,Terminated,Fresh & Ready Foods LLC,"Product was distributed across the Southwest (CA, NV, AZ and WA) See attached ""All Consignees"" labeled file. Product wa…","Fresh & Ready Foods Garlic Pesto Pasta, 9oz. plastic container. Best buy: 05/09/2025-05/12/2025 UPC# 6 82906 89066 6"
garlic,F-0046-2025,2024-10-23,Class I,Terminated,Lemonland Food Corp,Distributed in WA,"Item FLD2011, Salted and Seasoned Small Octopus, distributed in plastic clamshell containers, net wt. 0.267lb. The H-Mart label declares: Octopus, Salt, Garlic, Ginger, Red Pepper…"
garlic,F-0817-2024,2024-02-07,Class I,Terminated,World Variety Produce Inc dba Melissa's,"U.S. distribution to the following: CA, TX, FL No foreign distribution.","Melissa's Hot Kimchi Pickled Napa Cabbage NET WT. 14 oz (397g) Ingredients: Napa Cabbage, Radish, Water, Garlic, Red Pepper, Organic Sugar Cane, Sea Salt, Calcium Lactate, Ginger,…"
garlic,F-1610-2023,2023-10-04,Class II,Terminated,"Regal Foods, Inc","The product was distributed to the following states: GA, MD, PA, KY",REGAL HERBS & GARLIC 25# 5# 2# various containers.
garlic,F-0131-2022,2021-11-17,Class II,Terminated,E-Z Spuds Inc,"Manufacturers and Food service establishments in the Chicago, IL metro area",E-Z Spuds Inc. 30# Garlic Whole Peeled
garlic,F-1576-2020,2020-10-07,Class I,Terminated,"Spokane Produce, Inc.","distributed in ID, MT, OR, WA, and WY.","Item 84035 Fresh Garlic Salsa, Refrigerated, net wt. 8 OZ, packaged in Plastic Container."
garlic,F-1321-2020,2020-08-19,Class II,Terminated,San Francisco Street Bakery Inc.,distributed in WA only.,"Garlic Bagel, San Francisco Street Bakery brand, keep at ambient temperature. Packaged in flex poly bags for bulk or various quantities specific to customer order. No UPC. The bag…"
garlic,F-0672-2020,2020-02-12,Class I,Terminated,"Lipari Foods Operating Company, LLC.","The products were distributed exclusively by Lipari Foods in Warren, Michigan to food service and retail stores through…","Fresh Grab Turkey & Provolone with Garlic Mayo, 6 oz., UPC: 612510090435"
ginger,H-0346-2026,2025-12-31,Class II,Ongoing,"A New Life Herbs, LLC","AL, AZ, CA, GA, IL, IN, MN, MO, MS, NC, NY, TN","Organic Ginger Root Herbal Supplement, Natural anti-inflammatory properties, supports gut, increases circulation, 50 capsules/560 mg, packaged in a plastic bag"
goat,H-0388-2025,2025-08-13,Class III,Terminated,"Stickney Hill Dairy, LLC",NY,"Boar's Head Chevre Goat Cheese Cranberry Cinnamon, Net Wt 4 oz (113g). UPC 0 42421-15231 9. Keep Refrigerated. Distributed By: Brunckhorst Co., NY, NY 11206-3886."
goat,F-1579-2022,2022-08-31,Class II,Terminated,"Capriole, Inc.","KY, IL, IN","Capriole Goat Cheese, Fresh Goat Cheese, Wasabi 5 pound and 8oz logs"
goat,F-1085-2022,2022-06-01,Class II,Terminated,"Old Chatham Sheepherding Creamery, LLC",NY,"Wegmans Brand Fresh Goat Cheese, Classic Chevre, with Cranberries, 5.5lb; packaged in Cryovac Bags"
goat,F-0919-2021,2021-08-25,Class II,Terminated,Able Groupe Inc,All sales are direct from firm website - littlebundle.com,Holle Goat Stage 1 Organic Infant Milk Formula
goat,F-0920-2021,2021-08-25,Class II,Terminated,Able Groupe Inc,All sales are direct from firm website - littlebundle.com,Holle Goat Stage 2 Organic Follow-On Infant Milk Formula
grapes,H-0068-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Fruit Mix. Contains: Cantaloupe, Honeydew, Pineapple, and Red Grapes. Keep Refrigerated. Packed under the following brands and sizes: 1. Fruit Mix CHPG (MCT) 1/5 lb. 2. …"
grapes,H-0038-2026,2025-10-22,Class II,Completed,Pacific Coast Producers,"U.S. distribution: AL, AR, AZ, CA, FL, GA, IL, IN, KY, LA, ME, MO, MS, NE, NM, NV, NY, OH, OK, PA, SC, TX, UT, VA, WA, …","Fruit Cocktail IN 100% JUICE WITH ADDED INGREDIENTS; NET WT 15 OZ (425 g); Ingredients: Diced Peaches, Diced Pears, Water, Grapes, Peach Pulp and Juice, Pineapple Sectors, Pear Ju…"
grapes,H-0067-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Fruit Mix. Contains: Cantaloupe, Honeydew, and Red Grapes. Keep Refrigerated. Packed under the following brands and sizes: 1. Fruit Mix ""HC"" 6/6oz. UPC 7 90629-11821 6. …"
grapes,H-0063-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Luau Blend Fruit Mix ""F&F"". 4/10 oz. Fresh & Finest. Contains: Cantaloupe, Honeydew, Pineapple, Red Grapes, Strawberry, Blueberry. Keep Refrigerated. UPC 0 70253-00572 5…"
grapes,H-0066-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Fruit Mix. Contains: Cantaloupe, Honeydew, Watermelon and Red Grapes. Keep Refrigerated. Packed under the following brands and sizes: 1. Fruit Mix CHWG (MCT) 1/5 lb. UPC…"
grapes,F-0585-2024,2023-12-20,Class I,Terminated,"Cut Fruit Express, Inc.","IL, MN, & WI","Mixed Fruit Products that contain Cantaloupe, Honeydew, and Red Grapes, Identified with the following Item ID and Description. 1. 8366011 FRUIT MIX CHG DICED 1/2"" 25lbs. 2. 722447…"
grapes,F-0672-2024,2023-12-13,Class I,Terminated,"FreshPoint Bix Produce Company, LLC","IA, MN, ND, WI","Bix Produce Item # 12217 Fruit, Chk Cant/Pine 1/2"" w/Grp, 5 lb. containing Cantaloupe, Pineapple, and Red Grapes. Keep Refrigerated. Manufactured and Distributed by: Bix Produce C…"
grapes,F-0669-2024,2023-12-13,Class I,Terminated,"FreshPoint Bix Produce Company, LLC","IA, MN, ND, WI","Bix Produce Mixed Fruit with Grapes products containing Cantaloupe, Honeydew, Pineapple, and Red Grapes. Keep Refrigerated. Manufactured and Distributed by: Bix Produce Company, 3…"
grapes,F-0671-2024,2023-12-13,Class I,Terminated,"FreshPoint Bix Produce Company, LLC","IA, MN, ND, WI","Bix Produce Item # 12170 Fruit, Chunk Melon w/Grape 5 lb. containing Cantaloupe, Honeydew, and Red Grapes. Keep Refrigerated. Manufactured and Distributed by: Bix Produce Company,…"
grapes,F-0481-2023,2023-03-22,Class I,Terminated,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .","Bistro To Go, Fresh Grapes, Net Wt. 7 Oz. Single Serving, Keep refrigerated"
grapes,F-0540-2023,2023-03-22,Class I,Terminated,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .","Fresh Creative Cuisine, Fresh Grapes, Net . Wt. 7 Oz. Single Serving, Keep refrigerated"
grapes,F-0119-2024,2023-03-22,Class I,Terminated,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .","Fresh Creative Cuisine Tan Label, Grapes, Almond, Cheese & Pretzel Tray, Net Wt. 6 Oz. Single Serving, Keep refrigerated"
grapes,F-0121-2024,2023-03-22,Class I,Terminated,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .","Quick & Fresh, Grapes, Almond, Cheese & Pretzel Tray, Net Wt. 6 Oz. Single Serving, Keep refrigerated"
grapes,F-0107-2024,2023-03-22,Class I,Terminated,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .","Fresh Creative Cuisine White Label, Fresh Grapes, Net . Wt. 7 Oz. Single Serving, Keep refrigerated"
grapes,F-0108-2024,2023-03-22,Class I,Terminated,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .","Quick & Fresh, Fresh Grapes, Net . Wt. 7 Oz. Single Serving, Keep refrigerated"
